year,tech,metric,units,value,dollar_year
2010,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2011,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2012,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2013,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2014,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2015,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2016,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2017,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2018,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2019,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2020,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2021,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2022,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2023,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2024,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2025,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2026,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2027,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2028,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2029,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2030,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2031,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2032,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2033,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2034,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2035,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2036,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2037,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2038,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2039,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2040,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2041,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2042,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2043,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2044,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2045,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2046,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2047,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2048,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2049,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2050,Gaseous H2 Pipeline,cost_cap,$/(kg/day)-km,1.20726022,2020
2010,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2011,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2012,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2013,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2014,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2015,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2016,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2017,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2018,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2019,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2020,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2021,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2022,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2023,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2024,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2025,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2026,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2027,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2028,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2029,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2030,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2031,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2032,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2033,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2034,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2035,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2036,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2037,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2038,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2039,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2040,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2041,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2042,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2043,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2044,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2045,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2046,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2047,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2048,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2049,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2050,Gaseous H2 Pipeline,fom,$/(kg/day)-km-yr,0.034137927,2020
2010,Gaseous H2 Pipeline,lifetime,yr,50,2020
2011,Gaseous H2 Pipeline,lifetime,yr,50,2020
2012,Gaseous H2 Pipeline,lifetime,yr,50,2020
2013,Gaseous H2 Pipeline,lifetime,yr,50,2020
2014,Gaseous H2 Pipeline,lifetime,yr,50,2020
2015,Gaseous H2 Pipeline,lifetime,yr,50,2020
2016,Gaseous H2 Pipeline,lifetime,yr,50,2020
2017,Gaseous H2 Pipeline,lifetime,yr,50,2020
2018,Gaseous H2 Pipeline,lifetime,yr,50,2020
2019,Gaseous H2 Pipeline,lifetime,yr,50,2020
2020,Gaseous H2 Pipeline,lifetime,yr,50,2020
2021,Gaseous H2 Pipeline,lifetime,yr,50,2020
2022,Gaseous H2 Pipeline,lifetime,yr,50,2020
2023,Gaseous H2 Pipeline,lifetime,yr,50,2020
2024,Gaseous H2 Pipeline,lifetime,yr,50,2020
2025,Gaseous H2 Pipeline,lifetime,yr,50,2020
2026,Gaseous H2 Pipeline,lifetime,yr,50,2020
2027,Gaseous H2 Pipeline,lifetime,yr,50,2020
2028,Gaseous H2 Pipeline,lifetime,yr,50,2020
2029,Gaseous H2 Pipeline,lifetime,yr,50,2020
2030,Gaseous H2 Pipeline,lifetime,yr,50,2020
2031,Gaseous H2 Pipeline,lifetime,yr,50,2020
2032,Gaseous H2 Pipeline,lifetime,yr,50,2020
2033,Gaseous H2 Pipeline,lifetime,yr,50,2020
2034,Gaseous H2 Pipeline,lifetime,yr,50,2020
2035,Gaseous H2 Pipeline,lifetime,yr,50,2020
2036,Gaseous H2 Pipeline,lifetime,yr,50,2020
2037,Gaseous H2 Pipeline,lifetime,yr,50,2020
2038,Gaseous H2 Pipeline,lifetime,yr,50,2020
2039,Gaseous H2 Pipeline,lifetime,yr,50,2020
2040,Gaseous H2 Pipeline,lifetime,yr,50,2020
2041,Gaseous H2 Pipeline,lifetime,yr,50,2020
2042,Gaseous H2 Pipeline,lifetime,yr,50,2020
2043,Gaseous H2 Pipeline,lifetime,yr,50,2020
2044,Gaseous H2 Pipeline,lifetime,yr,50,2020
2045,Gaseous H2 Pipeline,lifetime,yr,50,2020
2046,Gaseous H2 Pipeline,lifetime,yr,50,2020
2047,Gaseous H2 Pipeline,lifetime,yr,50,2020
2048,Gaseous H2 Pipeline,lifetime,yr,50,2020
2049,Gaseous H2 Pipeline,lifetime,yr,50,2020
2050,Gaseous H2 Pipeline,lifetime,yr,50,2020
2010,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2011,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2012,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2013,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2014,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2015,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2016,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2017,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2018,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2019,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2020,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2021,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2022,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2023,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2024,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2025,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2026,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2027,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2028,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2029,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2030,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2031,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2032,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2033,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2034,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2035,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2036,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2037,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2038,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2039,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2040,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2041,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2042,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2043,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2044,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2045,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2046,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2047,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2048,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2049,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2050,Gaseous H2 Pipeline,elec_efficiency,kwh/kg,0,2020
2010,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2011,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2012,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2013,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2014,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2015,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2016,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2017,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2018,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2019,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2020,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2021,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2022,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2023,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2024,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2025,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2026,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2027,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2028,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2029,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2030,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2031,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2032,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2033,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2034,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2035,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2036,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2037,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2038,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2039,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2040,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2041,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2042,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2043,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2044,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2045,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2046,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2047,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2048,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2049,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2050,Gaseous H2 Pipeline Compressor,cost_cap,$/(kg/day),24.5936569,2020
2010,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2011,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2012,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2013,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2014,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2015,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2016,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2017,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2018,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2019,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2020,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2021,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2022,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2023,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2024,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2025,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2026,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2027,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2028,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2029,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2030,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2031,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2032,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2033,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2034,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2035,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2036,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2037,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2038,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2039,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2040,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2041,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2042,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2043,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2044,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2045,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2046,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2047,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2048,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2049,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2050,Gaseous H2 Pipeline Compressor,fom,$/(kg/day)-yr,2.02182489,2020
2010,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2011,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2012,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2013,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2014,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2015,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2016,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2017,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2018,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2019,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2020,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2021,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2022,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2023,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2024,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2025,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2026,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2027,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2028,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2029,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2030,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2031,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2032,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2033,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2034,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2035,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2036,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2037,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2038,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2039,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2040,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2041,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2042,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2043,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2044,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2045,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2046,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2047,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2048,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2049,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2050,Gaseous H2 Pipeline Compressor,lifetime,yr,15,2020
2010,Gaseous H2 Pipeline Compressor,elec_efficiency,kwh/kg,0.589211131,2020
