county,state,cnty_fips,reeds_ba
Edgecombe,North Carolina,37065,NC_2
Forsyth,North Carolina,37067,NC_0
Franklin,North Carolina,37069,NC_1
Gaston,North Carolina,37071,NC_0
Gates,North Carolina,37073,NC_2
Graham,North Carolina,37075,NC_0
Granville,North Carolina,37077,NC_1
Greene,North Carolina,37079,NC_1
Guilford,North Carolina,37081,NC_0
Halifax,North Carolina,37083,NC_2
Harnett,North Carolina,37085,NC_1
Haywood,North Carolina,37087,NC_0
Henderson,North Carolina,37089,NC_0
Hertford,North Carolina,37091,NC_2
Hoke,North Carolina,37093,NC_1
Hyde,North Carolina,37095,NC_2
Iredell,North Carolina,37097,NC_0
Jackson,North Carolina,37099,NC_0
Johnston,North Carolina,37101,NC_1
Jones,North Carolina,37103,NC_1
Lee,North Carolina,37105,NC_1
Lenoir,North Carolina,37107,NC_1
Lincoln,North Carolina,37109,NC_0
Macon,North Carolina,37113,NC_0
Madison,North Carolina,37115,NC_0
Martin,North Carolina,37117,NC_2
McDowell,North Carolina,37111,NC_0
Mecklenburg,North Carolina,37119,NC_0
Mitchell,North Carolina,37121,NC_0
Montgomery,North Carolina,37123,NC_1
Moore,North Carolina,37125,NC_1
Nash,North Carolina,37127,NC_1
New Hanover,North Carolina,37129,NC_1
Northampton,North Carolina,37131,NC_2
Onslow,North Carolina,37133,NC_1
Orange,North Carolina,37135,NC_1
Pamlico,North Carolina,37137,NC_1
Pasquotank,North Carolina,37139,NC_2
Pender,North Carolina,37141,NC_1
Perquimans,North Carolina,37143,NC_2
Person,North Carolina,37145,NC_1
Pitt,North Carolina,37147,NC_1
Polk,North Carolina,37149,NC_0
Randolph,North Carolina,37151,NC_0
Richmond,North Carolina,37153,NC_1
Robeson,North Carolina,37155,NC_1
Rockingham,North Carolina,37157,NC_0
Rowan,North Carolina,37159,NC_0
Rutherford,North Carolina,37161,NC_0
Sampson,North Carolina,37163,NC_1
Scotland,North Carolina,37165,NC_1
Stanly,North Carolina,37167,NC_0
Stokes,North Carolina,37169,NC_0
Surry,North Carolina,37171,NC_0
Swain,North Carolina,37173,NC_0
Transylvania,North Carolina,37175,NC_0
Tyrrell,North Carolina,37177,NC_2
Union,North Carolina,37179,NC_0
Vance,North Carolina,37181,NC_1
Wake,North Carolina,37183,NC_1
Warren,North Carolina,37185,NC_1
Washington,North Carolina,37187,NC_2
Watauga,North Carolina,37189,NC_0
Wayne,North Carolina,37191,NC_1
Wilkes,North Carolina,37193,NC_0
Wilson,North Carolina,37195,NC_1
Yadkin,North Carolina,37197,NC_0
Yancey,North Carolina,37199,NC_0
Adams,North Dakota,38001,ND_0
Barnes,North Dakota,38003,ND_1
Benson,North Dakota,38005,ND_1
Billings,North Dakota,38007,ND_0
Bottineau,North Dakota,38009,ND_0
Bowman,North Dakota,38011,ND_0
Burke,North Dakota,38013,ND_0
Burleigh,North Dakota,38015,ND_0
Cass,North Dakota,38017,ND_1
Cavalier,North Dakota,38019,ND_1
Dickey,North Dakota,38021,ND_1
Divide,North Dakota,38023,ND_0
Dunn,North Dakota,38025,ND_0
Eddy,North Dakota,38027,ND_1
Emmons,North Dakota,38029,ND_0
Foster,North Dakota,38031,ND_1
Golden Valley,North Dakota,38033,ND_0
Grand Forks,North Dakota,38035,ND_1
Grant,North Dakota,38037,ND_0
Griggs,North Dakota,38039,ND_1
Hettinger,North Dakota,38041,ND_0
Kidder,North Dakota,38043,ND_1
LaMoure,North Dakota,38045,ND_1
Logan,North Dakota,38047,ND_1
McHenry,North Dakota,38049,ND_0
McIntosh,North Dakota,38051,ND_1
McKenzie,North Dakota,38053,ND_0
McLean,North Dakota,38055,ND_0
Mercer,North Dakota,38057,ND_0
Morton,North Dakota,38059,ND_0
Mountrail,North Dakota,38061,ND_0
Nelson,North Dakota,38063,ND_1
Oliver,North Dakota,38065,ND_0
Pembina,North Dakota,38067,ND_1
Pierce,North Dakota,38069,ND_1
Ramsey,North Dakota,38071,ND_1
Ransom,North Dakota,38073,ND_1
Renville,North Dakota,38075,ND_0
Richland,North Dakota,38077,ND_1
Rolette,North Dakota,38079,ND_1
Sargent,North Dakota,38081,ND_1
Sheridan,North Dakota,38083,ND_0
Sioux,North Dakota,38085,ND_0
Slope,North Dakota,38087,ND_0
Stark,North Dakota,38089,ND_0
Steele,North Dakota,38091,ND_1
Stutsman,North Dakota,38093,ND_1
Towner,North Dakota,38095,ND_1
Traill,North Dakota,38097,ND_1
Walsh,North Dakota,38099,ND_1
Ward,North Dakota,38101,ND_0
Wells,North Dakota,38103,ND_1
Williams,North Dakota,38105,ND_0
Adams,Ohio,39001,OH_1
Allen,Ohio,39003,OH_1
Ashland,Ohio,39005,OH_1
Ashtabula,Ohio,39007,OH_0
Athens,Ohio,39009,OH_1
Auglaize,Ohio,39011,OH_1
Belmont,Ohio,39013,OH_1
Brown,Ohio,39015,OH_2
Butler,Ohio,39017,OH_2
Carroll,Ohio,39019,OH_1
Champaign,Ohio,39021,OH_1
Clark,Ohio,39023,OH_2
Clermont,Ohio,39025,OH_2
Clinton,Ohio,39027,OH_2
Columbiana,Ohio,39029,OH_0
Coshocton,Ohio,39031,OH_1
Crawford,Ohio,39033,OH_1
Cuyahoga,Ohio,39035,OH_0
Darke,Ohio,39037,OH_1
Defiance,Ohio,39039,OH_1
Delaware,Ohio,39041,OH_1
Erie,Ohio,39043,OH_0
Fairfield,Ohio,39045,OH_1
Fayette,Ohio,39047,OH_2
Franklin,Ohio,39049,OH_1
Fulton,Ohio,39051,OH_0
Gallia,Ohio,39053,OH_1
Geauga,Ohio,39055,OH_0
Greene,Ohio,39057,OH_2
Guernsey,Ohio,39059,OH_1
Hamilton,Ohio,39061,OH_2
Hancock,Ohio,39063,OH_1
Hardin,Ohio,39065,OH_1
Harrison,Ohio,39067,OH_1
Henry,Ohio,39069,OH_1
Highland,Ohio,39071,OH_1
Hocking,Ohio,39073,OH_1
Holmes,Ohio,39075,OH_1
Huron,Ohio,39077,OH_1
Jackson,Ohio,39079,OH_1
Jefferson,Ohio,39081,OH_1
Knox,Ohio,39083,OH_1
Lake,Ohio,39085,OH_0
Lawrence,Ohio,39087,OH_1
Licking,Ohio,39089,OH_1
Logan,Ohio,39091,OH_1
Lorain,Ohio,39093,OH_0
Lucas,Ohio,39095,OH_0
Madison,Ohio,39097,OH_2
Mahoning,Ohio,39099,OH_0
Marion,Ohio,39101,OH_1
Medina,Ohio,39103,OH_0
Meigs,Ohio,39105,OH_1
Mercer,Ohio,39107,OH_1
Miami,Ohio,39109,OH_2
Monroe,Ohio,39111,OH_1
Montgomery,Ohio,39113,OH_2
Morgan,Ohio,39115,OH_1
Morrow,Ohio,39117,OH_1
Muskingum,Ohio,39119,OH_1
Noble,Ohio,39121,OH_1
Ottawa,Ohio,39123,OH_0
Paulding,Ohio,39125,OH_1
Perry,Ohio,39127,OH_1
Pickaway,Ohio,39129,OH_1
Pike,Ohio,39131,OH_1
Portage,Ohio,39133,OH_0
Preble,Ohio,39135,OH_2
Putnam,Ohio,39137,OH_1
Richland,Ohio,39139,OH_1
Ross,Ohio,39141,OH_1
Sandusky,Ohio,39143,OH_0
Scioto,Ohio,39145,OH_1
Seneca,Ohio,39147,OH_1
Shelby,Ohio,39149,OH_1
Stark,Ohio,39151,OH_0
Summit,Ohio,39153,OH_0
Trumbull,Ohio,39155,OH_0
Tuscarawas,Ohio,39157,OH_1
Union,Ohio,39159,OH_1
Van Wert,Ohio,39161,OH_1
Vinton,Ohio,39163,OH_1
Warren,Ohio,39165,OH_2
Washington,Ohio,39167,OH_1
Wayne,Ohio,39169,OH_1
Williams,Ohio,39171,OH_1
Wood,Ohio,39173,OH_0
Wyandot,Ohio,39175,OH_1
Adair,Oklahoma,40001,OK_1
Alfalfa,Oklahoma,40003,OK_0
Atoka,Oklahoma,40005,OK_1
Beaver,Oklahoma,40007,OK_0
Beckham,Oklahoma,40009,OK_0
Blaine,Oklahoma,40011,OK_0
Bryan,Oklahoma,40013,OK_1
Caddo,Oklahoma,40015,OK_0
Canadian,Oklahoma,40017,OK_0
Carter,Oklahoma,40019,OK_0
Cherokee,Oklahoma,40021,OK_1
Choctaw,Oklahoma,40023,OK_1
Cimarron,Oklahoma,40025,OK_0
Cleveland,Oklahoma,40027,OK_0
Coal,Oklahoma,40029,OK_1
Comanche,Oklahoma,40031,OK_0
Cotton,Oklahoma,40033,OK_0
Craig,Oklahoma,40035,OK_1
Creek,Oklahoma,40037,OK_1
Custer,Oklahoma,40039,OK_0
Delaware,Oklahoma,40041,OK_1
Dewey,Oklahoma,40043,OK_0
Ellis,Oklahoma,40045,OK_0
Garfield,Oklahoma,40047,OK_0
Garvin,Oklahoma,40049,OK_0
Grady,Oklahoma,40051,OK_0
Grant,Oklahoma,40053,OK_0
Greer,Oklahoma,40055,OK_0
Harmon,Oklahoma,40057,OK_0
Harper,Oklahoma,40059,OK_0
Haskell,Oklahoma,40061,OK_1
Hughes,Oklahoma,40063,OK_1
Jackson,Oklahoma,40065,OK_0
Jefferson,Oklahoma,40067,OK_0
Johnston,Oklahoma,40069,OK_0
Kay,Oklahoma,40071,OK_0
Kingfisher,Oklahoma,40073,OK_0
Kiowa,Oklahoma,40075,OK_0
Latimer,Oklahoma,40077,OK_1
Le Flore,Oklahoma,40079,OK_1
Lincoln,Oklahoma,40081,OK_0
Logan,Oklahoma,40083,OK_0
Love,Oklahoma,40085,OK_0
Major,Oklahoma,40093,OK_0
Marshall,Oklahoma,40095,OK_0
Mayes,Oklahoma,40097,OK_1
McClain,Oklahoma,40087,OK_0
McCurtain,Oklahoma,40089,OK_1
McIntosh,Oklahoma,40091,OK_1
Murray,Oklahoma,40099,OK_0
Muskogee,Oklahoma,40101,OK_1
Noble,Oklahoma,40103,OK_0
Nowata,Oklahoma,40105,OK_1
Okfuskee,Oklahoma,40107,OK_1
Oklahoma,Oklahoma,40109,OK_0
Okmulgee,Oklahoma,40111,OK_1
Osage,Oklahoma,40113,OK_1
Ottawa,Oklahoma,40115,OK_1
Pawnee,Oklahoma,40117,OK_0
Payne,Oklahoma,40119,OK_0
Pittsburg,Oklahoma,40121,OK_1
Pontotoc,Oklahoma,40123,OK_0
Pottawatomie,Oklahoma,40125,OK_0
Pushmataha,Oklahoma,40127,OK_1
Roger Mills,Oklahoma,40129,OK_0
Rogers,Oklahoma,40131,OK_1
Seminole,Oklahoma,40133,OK_0
Sequoyah,Oklahoma,40135,OK_1
Stephens,Oklahoma,40137,OK_0
Texas,Oklahoma,40139,OK_0
Tillman,Oklahoma,40141,OK_0
Tulsa,Oklahoma,40143,OK_1
Wagoner,Oklahoma,40145,OK_1
Washington,Oklahoma,40147,OK_1
Washita,Oklahoma,40149,OK_0
Woods,Oklahoma,40151,OK_0
Woodward,Oklahoma,40153,OK_0
Baker,Oregon,41001,OR_0
Benton,Oregon,41003,OR_0
Clackamas,Oregon,41005,OR_0
Clatsop,Oregon,41007,OR_0
Columbia,Oregon,41009,OR_0
Coos,Oregon,41011,OR_1
Crook,Oregon,41013,OR_0
Curry,Oregon,41015,OR_1
Deschutes,Oregon,41017,OR_0
Douglas,Oregon,41019,OR_1
Gilliam,Oregon,41021,OR_0
Grant,Oregon,41023,OR_0
Harney,Oregon,41025,OR_1
Hood River,Oregon,41027,OR_0
Jackson,Oregon,41029,OR_1
Jefferson,Oregon,41031,OR_0
Josephine,Oregon,41033,OR_1
Klamath,Oregon,41035,OR_1
Lake,Oregon,41037,OR_1
Lane,Oregon,41039,OR_0
Lincoln,Oregon,41041,OR_0
Linn,Oregon,41043,OR_0
Malheur,Oregon,41045,OR_1
Marion,Oregon,41047,OR_0
Morrow,Oregon,41049,OR_0
Multnomah,Oregon,41051,OR_0
Polk,Oregon,41053,OR_0
Sherman,Oregon,41055,OR_0
Tillamook,Oregon,41057,OR_0
Umatilla,Oregon,41059,OR_0
Union,Oregon,41061,OR_0
Wallowa,Oregon,41063,OR_0
Wasco,Oregon,41065,OR_0
Washington,Oregon,41067,OR_0
Wheeler,Oregon,41069,OR_0
Yamhill,Oregon,41071,OR_0
Adams,Pennsylvania,42001,PA_1
Allegheny,Pennsylvania,42003,PA_0
Armstrong,Pennsylvania,42005,PA_0
Beaver,Pennsylvania,42007,PA_0
Bedford,Pennsylvania,42009,PA_1
Berks,Pennsylvania,42011,PA_1
Blair,Pennsylvania,42013,PA_1
Bradford,Pennsylvania,42015,PA_1
Bucks,Pennsylvania,42017,PA_2
Butler,Pennsylvania,42019,PA_0
Cambria,Pennsylvania,42021,PA_0
Cameron,Pennsylvania,42023,PA_0
Carbon,Pennsylvania,42025,PA_1
Centre,Pennsylvania,42027,PA_1
Chester,Pennsylvania,42029,PA_2
Clarion,Pennsylvania,42031,PA_0
Clearfield,Pennsylvania,42033,PA_0
Clinton,Pennsylvania,42035,PA_1
Columbia,Pennsylvania,42037,PA_1
Crawford,Pennsylvania,42039,PA_0
Cumberland,Pennsylvania,42041,PA_1
Dauphin,Pennsylvania,42043,PA_1
Delaware,Pennsylvania,42045,PA_2
Elk,Pennsylvania,42047,PA_0
Erie,Pennsylvania,42049,PA_0
Fayette,Pennsylvania,42051,PA_0
Forest,Pennsylvania,42053,PA_0
Franklin,Pennsylvania,42055,PA_1
Fulton,Pennsylvania,42057,PA_1
Greene,Pennsylvania,42059,PA_0
Huntingdon,Pennsylvania,42061,PA_1
Indiana,Pennsylvania,42063,PA_0
Jefferson,Pennsylvania,42065,PA_0
Juniata,Pennsylvania,42067,PA_1
Lackawanna,Pennsylvania,42069,PA_1
Lancaster,Pennsylvania,42071,PA_1
Lawrence,Pennsylvania,42073,PA_0
Lebanon,Pennsylvania,42075,PA_1
Lehigh,Pennsylvania,42077,PA_1
Luzerne,Pennsylvania,42079,PA_1
Lycoming,Pennsylvania,42081,PA_1
McKean,Pennsylvania,42083,PA_0
Mercer,Pennsylvania,42085,PA_0
Mifflin,Pennsylvania,42087,PA_1
Monroe,Pennsylvania,42089,PA_1
Montgomery,Pennsylvania,42091,PA_2
Montour,Pennsylvania,42093,PA_1
Northampton,Pennsylvania,42095,PA_1
Northumberland,Pennsylvania,42097,PA_1
Perry,Pennsylvania,42099,PA_1
Philadelphia,Pennsylvania,42101,PA_2
Pike,Pennsylvania,42103,PA_1
Potter,Pennsylvania,42105,PA_1
Schuylkill,Pennsylvania,42107,PA_1
Snyder,Pennsylvania,42109,PA_1
Somerset,Pennsylvania,42111,PA_0
Sullivan,Pennsylvania,42113,PA_1
Susquehanna,Pennsylvania,42115,PA_1
Tioga,Pennsylvania,42117,PA_1
Union,Pennsylvania,42119,PA_1
Venango,Pennsylvania,42121,PA_0
Warren,Pennsylvania,42123,PA_0
Washington,Pennsylvania,42125,PA_0
Wayne,Pennsylvania,42127,PA_1
Westmoreland,Pennsylvania,42129,PA_0
Wyoming,Pennsylvania,42131,PA_1
York,Pennsylvania,42133,PA_1
Bristol,Rhode Island,44001,RI_0
Kent,Rhode Island,44003,RI_0
Newport,Rhode Island,44005,RI_0
Providence,Rhode Island,44007,RI_0
Washington,Rhode Island,44009,RI_0
Abbeville,South Carolina,45001,SC_0
Aiken,South Carolina,45003,SC_0
Allendale,South Carolina,45005,SC_1
Anderson,South Carolina,45007,SC_0
Bamberg,South Carolina,45009,SC_1
Barnwell,South Carolina,45011,SC_1
Beaufort,South Carolina,45013,SC_1
Berkeley,South Carolina,45015,SC_1
Calhoun,South Carolina,45017,SC_1
Charleston,South Carolina,45019,SC_1
Cherokee,South Carolina,45021,SC_0
Chester,South Carolina,45023,SC_0
Chesterfield,South Carolina,45025,SC_0
Clarendon,South Carolina,45027,SC_1
Colleton,South Carolina,45029,SC_1
Darlington,South Carolina,45031,SC_1
Dillon,South Carolina,45033,SC_1
Dorchester,South Carolina,45035,SC_1
Edgefield,South Carolina,45037,SC_0
Fairfield,South Carolina,45039,SC_0
Florence,South Carolina,45041,SC_1
Georgetown,South Carolina,45043,SC_1
Greenville,South Carolina,45045,SC_0
Greenwood,South Carolina,45047,SC_0
Hampton,South Carolina,45049,SC_1
Horry,South Carolina,45051,SC_1
Jasper,South Carolina,45053,SC_1
Kershaw,South Carolina,45055,SC_0
Lancaster,South Carolina,45057,SC_0
Laurens,South Carolina,45059,SC_0
Lee,South Carolina,45061,SC_1
Lexington,South Carolina,45063,SC_0
Marion,South Carolina,45067,SC_1
Marlboro,South Carolina,45069,SC_1
McCormick,South Carolina,45065,SC_0
Newberry,South Carolina,45071,SC_0
Oconee,South Carolina,45073,SC_0
Orangeburg,South Carolina,45075,SC_1
Pickens,South Carolina,45077,SC_0
Richland,South Carolina,45079,SC_0
Saluda,South Carolina,45081,SC_0
Spartanburg,South Carolina,45083,SC_0
Sumter,South Carolina,45085,SC_1
Union,South Carolina,45087,SC_0
Williamsburg,South Carolina,45089,SC_1
York,South Carolina,45091,SC_0
Aurora,South Dakota,46003,SD_0
Beadle,South Dakota,46005,SD_1
Bennett,South Dakota,46007,SD_0
Bon Homme,South Dakota,46009,SD_1
Brookings,South Dakota,46011,SD_1
Brown,South Dakota,46013,SD_1
Brule,South Dakota,46015,SD_0
Buffalo,South Dakota,46017,SD_0
Butte,South Dakota,46019,SD_0
Campbell,South Dakota,46021,SD_0
Charles Mix,South Dakota,46023,SD_0
Clark,South Dakota,46025,SD_1
Clay,South Dakota,46027,SD_1
Codington,South Dakota,46029,SD_1
Corson,South Dakota,46031,SD_0
Custer,South Dakota,46033,SD_0
Davison,South Dakota,46035,SD_1
Day,South Dakota,46037,SD_1
Deuel,South Dakota,46039,SD_1
Dewey,South Dakota,46041,SD_0
Douglas,South Dakota,46043,SD_0
Edmunds,South Dakota,46045,SD_0
Fall River,South Dakota,46047,SD_0
Faulk,South Dakota,46049,SD_0
Grant,South Dakota,46051,SD_1
Gregory,South Dakota,46053,SD_0
Haakon,South Dakota,46055,SD_0
Hamlin,South Dakota,46057,SD_1
Hand,South Dakota,46059,SD_0
Hanson,South Dakota,46061,SD_1
Harding,South Dakota,46063,SD_0
Hughes,South Dakota,46065,SD_0
Hutchinson,South Dakota,46067,SD_1
Hyde,South Dakota,46069,SD_0
Jackson,South Dakota,46071,SD_0
Jerauld,South Dakota,46073,SD_0
Jones,South Dakota,46075,SD_0
Kingsbury,South Dakota,46077,SD_1
Lake,South Dakota,46079,SD_1
Lawrence,South Dakota,46081,SD_0
Lincoln,South Dakota,46083,SD_1
Lyman,South Dakota,46085,SD_0
Marshall,South Dakota,46091,SD_1
McCook,South Dakota,46087,SD_1
McPherson,South Dakota,46089,SD_0
Meade,South Dakota,46093,SD_0
Mellette,South Dakota,46095,SD_0
Miner,South Dakota,46097,SD_1
Minnehaha,South Dakota,46099,SD_1
Moody,South Dakota,46101,SD_1
Oglala Lakota,South Dakota,46102,SD_0
Pennington,South Dakota,46103,SD_0
Perkins,South Dakota,46105,SD_0
Potter,South Dakota,46107,SD_0
Roberts,South Dakota,46109,SD_1
Sanborn,South Dakota,46111,SD_1
Spink,South Dakota,46115,SD_1
Stanley,South Dakota,46117,SD_0
Sully,South Dakota,46119,SD_0
Todd,South Dakota,46121,SD_0
Tripp,South Dakota,46123,SD_0
Turner,South Dakota,46125,SD_1
Union,South Dakota,46127,SD_1
Walworth,South Dakota,46129,SD_0
Yankton,South Dakota,46135,SD_1
Ziebach,South Dakota,46137,SD_0
Anderson,Tennessee,47001,TN_1
Bedford,Tennessee,47003,TN_0
Benton,Tennessee,47005,TN_0
Bledsoe,Tennessee,47007,TN_1
Blount,Tennessee,47009,TN_1
Bradley,Tennessee,47011,TN_1
Campbell,Tennessee,47013,TN_1
Cannon,Tennessee,47015,TN_0
Carroll,Tennessee,47017,TN_0
Carter,Tennessee,47019,TN_1
Cheatham,Tennessee,47021,TN_0
Chester,Tennessee,47023,TN_0
Claiborne,Tennessee,47025,TN_1
Clay,Tennessee,47027,TN_0
Cocke,Tennessee,47029,TN_1
Coffee,Tennessee,47031,TN_0
Crockett,Tennessee,47033,TN_0
Cumberland,Tennessee,47035,TN_1
Davidson,Tennessee,47037,TN_0
Decatur,Tennessee,47039,TN_0
DeKalb,Tennessee,47041,TN_0
Dickson,Tennessee,47043,TN_0
Dyer,Tennessee,47045,TN_0
Fayette,Tennessee,47047,TN_0
Fentress,Tennessee,47049,TN_1
Franklin,Tennessee,47051,TN_1
Gibson,Tennessee,47053,TN_0
Giles,Tennessee,47055,TN_0
Grainger,Tennessee,47057,TN_1
Greene,Tennessee,47059,TN_1
Grundy,Tennessee,47061,TN_1
Hamblen,Tennessee,47063,TN_1
Hamilton,Tennessee,47065,TN_1
Hancock,Tennessee,47067,TN_1
Hardeman,Tennessee,47069,TN_0
Hardin,Tennessee,47071,TN_0
Hawkins,Tennessee,47073,TN_1
Haywood,Tennessee,47075,TN_0
Henderson,Tennessee,47077,TN_0
Henry,Tennessee,47079,TN_0
Hickman,Tennessee,47081,TN_0
Houston,Tennessee,47083,TN_0
Humphreys,Tennessee,47085,TN_0
Jackson,Tennessee,47087,TN_0
Jefferson,Tennessee,47089,TN_1
Johnson,Tennessee,47091,TN_1
Knox,Tennessee,47093,TN_1
Lake,Tennessee,47095,TN_0
Lauderdale,Tennessee,47097,TN_0
Lawrence,Tennessee,47099,TN_0
Lewis,Tennessee,47101,TN_0
Lincoln,Tennessee,47103,TN_0
Loudon,Tennessee,47105,TN_1
Macon,Tennessee,47111,TN_0
Madison,Tennessee,47113,TN_0
Marion,Tennessee,47115,TN_1
Marshall,Tennessee,47117,TN_0
Maury,Tennessee,47119,TN_0
McMinn,Tennessee,47107,TN_1
McNairy,Tennessee,47109,TN_0
Meigs,Tennessee,47121,TN_1
Monroe,Tennessee,47123,TN_1
Montgomery,Tennessee,47125,TN_0
Moore,Tennessee,47127,TN_0
Morgan,Tennessee,47129,TN_1
Obion,Tennessee,47131,TN_0
Overton,Tennessee,47133,TN_0
Perry,Tennessee,47135,TN_0
Pickett,Tennessee,47137,TN_0
Polk,Tennessee,47139,TN_1
Putnam,Tennessee,47141,TN_0
Rhea,Tennessee,47143,TN_1
Roane,Tennessee,47145,TN_1
Robertson,Tennessee,47147,TN_0
Rutherford,Tennessee,47149,TN_0
Scott,Tennessee,47151,TN_1
Sequatchie,Tennessee,47153,TN_1
Sevier,Tennessee,47155,TN_1
Shelby,Tennessee,47157,TN_0
Smith,Tennessee,47159,TN_0
