county,state,cnty_fips,reeds_ba
Stewart,Tennessee,47161,TN_0
Sullivan,Tennessee,47163,TN_1
Sumner,Tennessee,47165,TN_0
Tipton,Tennessee,47167,TN_0
Trousdale,Tennessee,47169,TN_0
Unicoi,Tennessee,47171,TN_1
Union,Tennessee,47173,TN_1
Van Buren,Tennessee,47175,TN_1
Warren,Tennessee,47177,TN_0
Washington,Tennessee,47179,TN_1
Wayne,Tennessee,47181,TN_0
Weakley,Tennessee,47183,TN_0
White,Tennessee,47185,TN_0
Williamson,Tennessee,47187,TN_0
Wilson,Tennessee,47189,TN_0
Anderson,Texas,48001,TX_2
Andrews,Texas,48003,TX_1
Angelina,Texas,48005,TX_2
Aransas,Texas,48007,TX_3
Archer,Texas,48009,TX_1
Armstrong,Texas,48011,TX_1
Atascosa,Texas,48013,TX_3
Austin,Texas,48015,TX_8
Bailey,Texas,48017,TX_0
Bandera,Texas,48019,TX_3
Bastrop,Texas,48021,TX_8
Baylor,Texas,48023,TX_1
Bee,Texas,48025,TX_3
Bell,Texas,48027,TX_8
Bexar,Texas,48029,TX_3
Blanco,Texas,48031,TX_8
Borden,Texas,48033,TX_1
Bosque,Texas,48035,TX_2
Bowie,Texas,48037,TX_4
Brazoria,Texas,48039,TX_6
Brazos,Texas,48041,TX_8
Brewster,Texas,48043,TX_1
Briscoe,Texas,48045,TX_1
Brooks,Texas,48047,TX_3
Brown,Texas,48049,TX_8
Burleson,Texas,48051,TX_8
Burnet,Texas,48053,TX_8
Caldwell,Texas,48055,TX_8
Calhoun,Texas,48057,TX_3
Callahan,Texas,48059,TX_1
Cameron,Texas,48061,TX_3
Camp,Texas,48063,TX_4
Carson,Texas,48065,TX_0
Cass,Texas,48067,TX_4
Castro,Texas,48069,TX_0
Chambers,Texas,48071,TX_6
Cherokee,Texas,48073,TX_2
Childress,Texas,48075,TX_1
Clay,Texas,48077,TX_1
Cochran,Texas,48079,TX_0
Coke,Texas,48081,TX_1
Coleman,Texas,48083,TX_1
Collin,Texas,48085,TX_2
Collingsworth,Texas,48087,TX_1
Colorado,Texas,48089,TX_8
Comal,Texas,48091,TX_3
Comanche,Texas,48093,TX_8
Concho,Texas,48095,TX_1
Cooke,Texas,48097,TX_2
Coryell,Texas,48099,TX_8
Cottle,Texas,48101,TX_1
Crane,Texas,48103,TX_1
Crockett,Texas,48105,TX_1
Crosby,Texas,48107,TX_1
Culberson,Texas,48109,TX_1
Dallam,Texas,48111,TX_0
Dallas,Texas,48113,TX_2
Dawson,Texas,48115,TX_1
Deaf Smith,Texas,48117,TX_0
Delta,Texas,48119,TX_2
Denton,Texas,48121,TX_2
DeWitt,Texas,48123,TX_3
Dickens,Texas,48125,TX_1
Dimmit,Texas,48127,TX_3
Donley,Texas,48129,TX_1
Duval,Texas,48131,TX_3
Eastland,Texas,48133,TX_2
Ector,Texas,48135,TX_1
Edwards,Texas,48137,TX_3
El Paso,Texas,48141,TX_5
Ellis,Texas,48139,TX_2
Erath,Texas,48143,TX_2
Falls,Texas,48145,TX_8
Fannin,Texas,48147,TX_2
Fayette,Texas,48149,TX_8
Fisher,Texas,48151,TX_1
Floyd,Texas,48153,TX_1
Foard,Texas,48155,TX_1
Fort Bend,Texas,48157,TX_6
Franklin,Texas,48159,TX_2
Freestone,Texas,48161,TX_8
Frio,Texas,48163,TX_3
Gaines,Texas,48165,TX_0
Galveston,Texas,48167,TX_6
Garza,Texas,48169,TX_1
Gillespie,Texas,48171,TX_8
Glasscock,Texas,48173,TX_1
Goliad,Texas,48175,TX_3
Gonzales,Texas,48177,TX_3
Gray,Texas,48179,TX_0
Grayson,Texas,48181,TX_2
Gregg,Texas,48183,TX_4
Grimes,Texas,48185,TX_8
Guadalupe,Texas,48187,TX_3
Hale,Texas,48189,TX_0
Hall,Texas,48191,TX_1
Hamilton,Texas,48193,TX_8
Hansford,Texas,48195,TX_0
Hardeman,Texas,48197,TX_1
Hardin,Texas,48199,TX_7
Harris,Texas,48201,TX_6
Harrison,Texas,48203,TX_4
Hartley,Texas,48205,TX_0
Haskell,Texas,48207,TX_1
Hays,Texas,48209,TX_8
Hemphill,Texas,48211,TX_0
Henderson,Texas,48213,TX_2
Hidalgo,Texas,48215,TX_3
Hill,Texas,48217,TX_2
Hockley,Texas,48219,TX_0
Hood,Texas,48221,TX_2
Hopkins,Texas,48223,TX_2
Houston,Texas,48225,TX_8
Howard,Texas,48227,TX_1
Hudspeth,Texas,48229,TX_5
Hunt,Texas,48231,TX_2
Hutchinson,Texas,48233,TX_0
Irion,Texas,48235,TX_1
Jack,Texas,48237,TX_2
Jackson,Texas,48239,TX_3
Jasper,Texas,48241,TX_7
Jeff Davis,Texas,48243,TX_1
Jefferson,Texas,48245,TX_7
Jim Hogg,Texas,48247,TX_3
Jim Wells,Texas,48249,TX_3
Johnson,Texas,48251,TX_2
Jones,Texas,48253,TX_1
Karnes,Texas,48255,TX_3
Kaufman,Texas,48257,TX_2
Kendall,Texas,48259,TX_3
Kenedy,Texas,48261,TX_3
Kent,Texas,48263,TX_1
Kerr,Texas,48265,TX_3
Kimble,Texas,48267,TX_3
King,Texas,48269,TX_1
Kinney,Texas,48271,TX_3
Kleberg,Texas,48273,TX_3
Knox,Texas,48275,TX_1
La Salle,Texas,48283,TX_3
Lamar,Texas,48277,TX_2
Lamb,Texas,48279,TX_0
Lampasas,Texas,48281,TX_8
Lavaca,Texas,48285,TX_3
Lee,Texas,48287,TX_8
Leon,Texas,48289,TX_8
Liberty,Texas,48291,TX_7
Limestone,Texas,48293,TX_8
Lipscomb,Texas,48295,TX_0
Live Oak,Texas,48297,TX_3
Llano,Texas,48299,TX_8
Loving,Texas,48301,TX_1
Lubbock,Texas,48303,TX_0
Lynn,Texas,48305,TX_0
Madison,Texas,48313,TX_8
Marion,Texas,48315,TX_4
Martin,Texas,48317,TX_1
Mason,Texas,48319,TX_8
Matagorda,Texas,48321,TX_6
Maverick,Texas,48323,TX_3
McCulloch,Texas,48307,TX_8
McLennan,Texas,48309,TX_8
McMullen,Texas,48311,TX_3
Medina,Texas,48325,TX_3
Menard,Texas,48327,TX_1
Midland,Texas,48329,TX_1
Milam,Texas,48331,TX_8
Mills,Texas,48333,TX_8
Mitchell,Texas,48335,TX_1
Montague,Texas,48337,TX_2
Montgomery,Texas,48339,TX_6
Moore,Texas,48341,TX_0
Morris,Texas,48343,TX_4
Motley,Texas,48345,TX_1
Nacogdoches,Texas,48347,TX_2
Navarro,Texas,48349,TX_2
Newton,Texas,48351,TX_7
Nolan,Texas,48353,TX_1
Nueces,Texas,48355,TX_3
Ochiltree,Texas,48357,TX_0
Oldham,Texas,48359,TX_0
Orange,Texas,48361,TX_7
Palo Pinto,Texas,48363,TX_2
Panola,Texas,48365,TX_4
Parker,Texas,48367,TX_2
Parmer,Texas,48369,TX_0
Pecos,Texas,48371,TX_1
Polk,Texas,48373,TX_7
Potter,Texas,48375,TX_0
Presidio,Texas,48377,TX_1
Rains,Texas,48379,TX_2
Randall,Texas,48381,TX_0
Reagan,Texas,48383,TX_1
Real,Texas,48385,TX_3
Red River,Texas,48387,TX_2
Reeves,Texas,48389,TX_1
Refugio,Texas,48391,TX_3
Roberts,Texas,48393,TX_0
Robertson,Texas,48395,TX_8
Rockwall,Texas,48397,TX_2
Runnels,Texas,48399,TX_1
Rusk,Texas,48401,TX_2
Sabine,Texas,48403,TX_7
San Augustine,Texas,48405,TX_7
San Jacinto,Texas,48407,TX_7
San Patricio,Texas,48409,TX_3
San Saba,Texas,48411,TX_8
Schleicher,Texas,48413,TX_1
Scurry,Texas,48415,TX_1
Shackelford,Texas,48417,TX_1
Shelby,Texas,48419,TX_7
Sherman,Texas,48421,TX_0
Smith,Texas,48423,TX_2
Somervell,Texas,48425,TX_2
Starr,Texas,48427,TX_3
Stephens,Texas,48429,TX_2
Sterling,Texas,48431,TX_1
Stonewall,Texas,48433,TX_1
Sutton,Texas,48435,TX_1
Swisher,Texas,48437,TX_0
Tarrant,Texas,48439,TX_2
Taylor,Texas,48441,TX_1
Terrell,Texas,48443,TX_1
Terry,Texas,48445,TX_0
Throckmorton,Texas,48447,TX_1
Titus,Texas,48449,TX_2
Tom Green,Texas,48451,TX_1
Travis,Texas,48453,TX_8
Trinity,Texas,48455,TX_8
Tyler,Texas,48457,TX_7
Upshur,Texas,48459,TX_4
Upton,Texas,48461,TX_1
Uvalde,Texas,48463,TX_3
Val Verde,Texas,48465,TX_1
Van Zandt,Texas,48467,TX_2
Victoria,Texas,48469,TX_3
Walker,Texas,48471,TX_7
Waller,Texas,48473,TX_6
Ward,Texas,48475,TX_1
Washington,Texas,48477,TX_8
Webb,Texas,48479,TX_3
Wharton,Texas,48481,TX_6
Wheeler,Texas,48483,TX_0
Wichita,Texas,48485,TX_1
Wilbarger,Texas,48487,TX_1
Willacy,Texas,48489,TX_3
Williamson,Texas,48491,TX_8
Wilson,Texas,48493,TX_3
Winkler,Texas,48495,TX_1
Wise,Texas,48497,TX_2
Wood,Texas,48499,TX_2
Yoakum,Texas,48501,TX_0
Young,Texas,48503,TX_2
Zapata,Texas,48505,TX_3
Zavala,Texas,48507,TX_3
Beaver,Utah,49001,UT_0
Box Elder,Utah,49003,UT_1
Cache,Utah,49005,UT_1
Carbon,Utah,49007,UT_1
Daggett,Utah,49009,UT_1
Davis,Utah,49011,UT_1
Duchesne,Utah,49013,UT_1
Emery,Utah,49015,UT_0
Garfield,Utah,49017,UT_0
Grand,Utah,49019,UT_0
Iron,Utah,49021,UT_0
Juab,Utah,49023,UT_1
Kane,Utah,49025,UT_0
Millard,Utah,49027,UT_0
Morgan,Utah,49029,UT_1
Piute,Utah,49031,UT_0
Rich,Utah,49033,UT_1
Salt Lake,Utah,49035,UT_1
San Juan,Utah,49037,UT_0
Sanpete,Utah,49039,UT_0
Sevier,Utah,49041,UT_0
Summit,Utah,49043,UT_1
Tooele,Utah,49045,UT_1
Uintah,Utah,49047,UT_1
Utah,Utah,49049,UT_1
Wasatch,Utah,49051,UT_1
Washington,Utah,49053,UT_0
Wayne,Utah,49055,UT_0
Weber,Utah,49057,UT_1
Addison,Vermont,50001,VT_0
Bennington,Vermont,50003,VT_0
Caledonia,Vermont,50005,VT_0
Chittenden,Vermont,50007,VT_0
Essex,Vermont,50009,VT_0
Franklin,Vermont,50011,VT_0
Grand Isle,Vermont,50013,VT_0
Lamoille,Vermont,50015,VT_0
Orange,Vermont,50017,VT_0
Orleans,Vermont,50019,VT_0
Rutland,Vermont,50021,VT_0
Washington,Vermont,50023,VT_0
Windham,Vermont,50025,VT_0
Windsor,Vermont,50027,VT_0
Accomack,Virginia,51001,VA_0
Albemarle,Virginia,51003,VA_0
Alexandria,Virginia,51510,VA_2
Alleghany,Virginia,51005,VA_1
Amelia,Virginia,51007,VA_0
Amherst,Virginia,51009,VA_1
Appomattox,Virginia,51011,VA_0
Arlington,Virginia,51013,VA_2
Augusta,Virginia,51015,VA_1
Bath,Virginia,51017,VA_1
Bedford,Virginia,51019,VA_1
Bedford City,Virginia,51515,VA_1
Bland,Virginia,51021,VA_1
Botetourt,Virginia,51023,VA_1
Bristol,Virginia,51520,VA_1
Brunswick,Virginia,51025,VA_0
Buchanan,Virginia,51027,VA_1
Buckingham,Virginia,51029,VA_0
Buena Vista,Virginia,51530,VA_0
Campbell,Virginia,51031,VA_0
Caroline,Virginia,51033,VA_0
Carroll,Virginia,51035,VA_1
Charles City,Virginia,51036,VA_0
Charlotte,Virginia,51037,VA_0
Charlottesville,Virginia,51540,VA_0
Chesapeake,Virginia,51550,VA_0
Chesterfield,Virginia,51041,VA_0
Clarke,Virginia,51043,VA_0
Colonial Heights,Virginia,51570,VA_0
Covington,Virginia,51580,VA_0
Craig,Virginia,51045,VA_1
Culpeper,Virginia,51047,VA_0
Cumberland,Virginia,51049,VA_0
Danville,Virginia,51590,VA_0
Dickenson,Virginia,51051,VA_1
Dinwiddie,Virginia,51053,VA_0
Emporia,Virginia,51595,VA_0
Essex,Virginia,51057,VA_0
Fairfax,Virginia,51059,VA_2
Fairfax City,Virginia,51600,VA_0
Falls Church,Virginia,51610,VA_0
Fauquier,Virginia,51061,VA_2
Floyd,Virginia,51063,VA_1
Fluvanna,Virginia,51065,VA_0
Franklin,Virginia,51067,VA_1
Franklin City,Virginia,51620,VA_0
Frederick,Virginia,51069,VA_0
Fredericksburg,Virginia,51630,VA_0
Galax,Virginia,51640,VA_1
Giles,Virginia,51071,VA_1
Gloucester,Virginia,51073,VA_0
Goochland,Virginia,51075,VA_0
Grayson,Virginia,51077,VA_1
Greene,Virginia,51079,VA_0
Greensville,Virginia,51081,VA_0
Halifax,Virginia,51083,VA_0
Hampton,Virginia,51650,VA_0
Hanover,Virginia,51085,VA_0
Harrisonburg,Virginia,51660,VA_0
Henrico,Virginia,51087,VA_0
Henry,Virginia,51089,VA_1
Highland,Virginia,51091,VA_1
Hopewell,Virginia,51670,VA_0
Isle of Wight,Virginia,51093,VA_0
James City,Virginia,51095,VA_0
King and Queen,Virginia,51097,VA_0
King George,Virginia,51099,VA_0
King William,Virginia,51101,VA_0
Lancaster,Virginia,51103,VA_0
Lee,Virginia,51105,VA_1
Lexington,Virginia,51678,VA_0
Loudoun,Virginia,51107,VA_2
Louisa,Virginia,51109,VA_0
Lunenburg,Virginia,51111,VA_0
Lynchburg,Virginia,51680,VA_1
Madison,Virginia,51113,VA_0
Manassas,Virginia,51683,VA_0
Manassas Park,Virginia,51685,VA_0
Martinsville,Virginia,51690,VA_1
Mathews,Virginia,51115,VA_0
Mecklenburg,Virginia,51117,VA_0
Middlesex,Virginia,51119,VA_0
Montgomery,Virginia,51121,VA_1
Nelson,Virginia,51125,VA_1
New Kent,Virginia,51127,VA_0
Newport News,Virginia,51700,VA_0
Norfolk,Virginia,51710,VA_0
Northampton,Virginia,51131,VA_0
Northumberland,Virginia,51133,VA_0
Norton,Virginia,51720,VA_1
Nottoway,Virginia,51135,VA_0
Orange,Virginia,51137,VA_0
Page,Virginia,51139,VA_0
Patrick,Virginia,51141,VA_1
Petersburg,Virginia,51730,VA_0
Pittsylvania,Virginia,51143,VA_1
Poquoson,Virginia,51735,VA_0
Portsmouth,Virginia,51740,VA_0
Powhatan,Virginia,51145,VA_0
Prince Edward,Virginia,51147,VA_0
Prince George,Virginia,51149,VA_0
Prince William,Virginia,51153,VA_2
Pulaski,Virginia,51155,VA_1
Radford,Virginia,51750,VA_1
Rappahannock,Virginia,51157,VA_0
Richmond,Virginia,51159,VA_0
Richmond City,Virginia,51760,VA_0
Roanoke,Virginia,51161,VA_1
Roanoke City,Virginia,51770,VA_1
Rockbridge,Virginia,51163,VA_1
Rockingham,Virginia,51165,VA_0
Russell,Virginia,51167,VA_1
Salem,Virginia,51775,VA_1
Scott,Virginia,51169,VA_1
Shenandoah,Virginia,51171,VA_0
Smyth,Virginia,51173,VA_1
Southampton,Virginia,51175,VA_0
Spotsylvania,Virginia,51177,VA_0
Stafford,Virginia,51179,VA_2
Staunton,Virginia,51790,VA_0
Suffolk,Virginia,51800,VA_0
Surry,Virginia,51181,VA_0
Sussex,Virginia,51183,VA_0
Tazewell,Virginia,51185,VA_1
Virginia Beach,Virginia,51810,VA_0
Warren,Virginia,51187,VA_0
Washington,Virginia,51191,VA_1
Waynesboro,Virginia,51820,VA_0
Westmoreland,Virginia,51193,VA_0
Williamsburg,Virginia,51830,VA_0
Winchester,Virginia,51840,VA_0
Wise,Virginia,51195,VA_1
Wythe,Virginia,51197,VA_1
York,Virginia,51199,VA_0
Adams,Washington,53001,WA_1
Asotin,Washington,53003,WA_1
Benton,Washington,53005,WA_1
Chelan,Washington,53007,WA_1
Clallam,Washington,53009,WA_0
Clark,Washington,53011,WA_0
Columbia,Washington,53013,WA_1
Cowlitz,Washington,53015,WA_0
Douglas,Washington,53017,WA_1
Ferry,Washington,53019,WA_1
Franklin,Washington,53021,WA_1
Garfield,Washington,53023,WA_1
Grant,Washington,53025,WA_1
Grays Harbor,Washington,53027,WA_0
Island,Washington,53029,WA_0
Jefferson,Washington,53031,WA_0
King,Washington,53033,WA_0
Kitsap,Washington,53035,WA_0
Kittitas,Washington,53037,WA_1
Klickitat,Washington,53039,WA_1
Lewis,Washington,53041,WA_0
Lincoln,Washington,53043,WA_1
Mason,Washington,53045,WA_0
Okanogan,Washington,53047,WA_1
Pacific,Washington,53049,WA_0
Pend Oreille,Washington,53051,WA_1
Pierce,Washington,53053,WA_0
San Juan,Washington,53055,WA_0
Skagit,Washington,53057,WA_0
Skamania,Washington,53059,WA_0
Snohomish,Washington,53061,WA_0
Spokane,Washington,53063,WA_1
Stevens,Washington,53065,WA_1
Thurston,Washington,53067,WA_0
Wahkiakum,Washington,53069,WA_0
Walla Walla,Washington,53071,WA_1
Whatcom,Washington,53073,WA_0
Whitman,Washington,53075,WA_1
Yakima,Washington,53077,WA_1
Barbour,West Virginia,54001,WV_0
Berkeley,West Virginia,54003,WV_0
Boone,West Virginia,54005,WV_0
Braxton,West Virginia,54007,WV_0
Brooke,West Virginia,54009,WV_0
Cabell,West Virginia,54011,WV_0
Calhoun,West Virginia,54013,WV_0
Clay,West Virginia,54015,WV_0
Doddridge,West Virginia,54017,WV_0
Fayette,West Virginia,54019,WV_0
Gilmer,West Virginia,54021,WV_0
Grant,West Virginia,54023,WV_0
Greenbrier,West Virginia,54025,WV_0
Hampshire,West Virginia,54027,WV_0
Hancock,West Virginia,54029,WV_0
Hardy,West Virginia,54031,WV_0
Harrison,West Virginia,54033,WV_0
Jackson,West Virginia,54035,WV_0
Jefferson,West Virginia,54037,WV_0
Kanawha,West Virginia,54039,WV_0
Lewis,West Virginia,54041,WV_0
Lincoln,West Virginia,54043,WV_0
Logan,West Virginia,54045,WV_0
Marion,West Virginia,54049,WV_0
Marshall,West Virginia,54051,WV_0
Mason,West Virginia,54053,WV_0
McDowell,West Virginia,54047,WV_0
Mercer,West Virginia,54055,WV_0
Mineral,West Virginia,54057,WV_0
Mingo,West Virginia,54059,WV_0
Monongalia,West Virginia,54061,WV_0
Monroe,West Virginia,54063,WV_0
Morgan,West Virginia,54065,WV_0
Nicholas,West Virginia,54067,WV_0
Ohio,West Virginia,54069,WV_0
Pendleton,West Virginia,54071,WV_0
Pleasants,West Virginia,54073,WV_0
Pocahontas,West Virginia,54075,WV_0
Preston,West Virginia,54077,WV_0
Putnam,West Virginia,54079,WV_0
Raleigh,West Virginia,54081,WV_0
Randolph,West Virginia,54083,WV_0
Ritchie,West Virginia,54085,WV_0
Roane,West Virginia,54087,WV_0
Summers,West Virginia,54089,WV_0
Taylor,West Virginia,54091,WV_0
Tucker,West Virginia,54093,WV_0
Tyler,West Virginia,54095,WV_0
Upshur,West Virginia,54097,WV_0
Wayne,West Virginia,54099,WV_0
Webster,West Virginia,54101,WV_0
Wetzel,West Virginia,54103,WV_0
Wirt,West Virginia,54105,WV_0
Wood,West Virginia,54107,WV_0
Wyoming,West Virginia,54109,WV_0
Adams,Wisconsin,55001,WI_1
Ashland,Wisconsin,55003,WI_0
Barron,Wisconsin,55005,WI_0
Bayfield,Wisconsin,55007,WI_0
Brown,Wisconsin,55009,WI_0
Buffalo,Wisconsin,55011,WI_0
Burnett,Wisconsin,55013,WI_0
Calumet,Wisconsin,55015,WI_1
Chippewa,Wisconsin,55017,WI_0
Clark,Wisconsin,55019,WI_0
Columbia,Wisconsin,55021,WI_1
Crawford,Wisconsin,55023,WI_1
Dane,Wisconsin,55025,WI_1
Dodge,Wisconsin,55027,WI_1
Door,Wisconsin,55029,WI_0
Douglas,Wisconsin,55031,WI_0
Dunn,Wisconsin,55033,WI_0
Eau Claire,Wisconsin,55035,WI_0
Florence,Wisconsin,55037,WI_0
Fond du Lac,Wisconsin,55039,WI_1
Forest,Wisconsin,55041,WI_0
Grant,Wisconsin,55043,WI_1
Green,Wisconsin,55045,WI_1
Green Lake,Wisconsin,55047,WI_1
Iowa,Wisconsin,55049,WI_1
Iron,Wisconsin,55051,WI_0
Jackson,Wisconsin,55053,WI_0
Jefferson,Wisconsin,55055,WI_1
Juneau,Wisconsin,55057,WI_1
Kenosha,Wisconsin,55059,WI_1
Kewaunee,Wisconsin,55061,WI_0
La Crosse,Wisconsin,55063,WI_1
Lafayette,Wisconsin,55065,WI_1
Langlade,Wisconsin,55067,WI_0
Lincoln,Wisconsin,55069,WI_0
Manitowoc,Wisconsin,55071,WI_1
Marathon,Wisconsin,55073,WI_0
Marinette,Wisconsin,55075,WI_0
Marquette,Wisconsin,55077,WI_1
Menominee,Wisconsin,55078,WI_0
Milwaukee,Wisconsin,55079,WI_1
Monroe,Wisconsin,55081,WI_1
Oconto,Wisconsin,55083,WI_0
Oneida,Wisconsin,55085,WI_0
Outagamie,Wisconsin,55087,WI_0
Ozaukee,Wisconsin,55089,WI_1
Pepin,Wisconsin,55091,WI_0
Pierce,Wisconsin,55093,WI_0
Polk,Wisconsin,55095,WI_0
Portage,Wisconsin,55097,WI_0
Price,Wisconsin,55099,WI_0
Racine,Wisconsin,55101,WI_1
Richland,Wisconsin,55103,WI_1
Rock,Wisconsin,55105,WI_1
Rusk,Wisconsin,55107,WI_0
Sauk,Wisconsin,55111,WI_1
Sawyer,Wisconsin,55113,WI_0
Shawano,Wisconsin,55115,WI_0
Sheboygan,Wisconsin,55117,WI_1
St. Croix,Wisconsin,55109,WI_0
Taylor,Wisconsin,55119,WI_0
Trempealeau,Wisconsin,55121,WI_0
Vernon,Wisconsin,55123,WI_1
Vilas,Wisconsin,55125,WI_0
Walworth,Wisconsin,55127,WI_1
Washburn,Wisconsin,55129,WI_0
Washington,Wisconsin,55131,WI_1
Waukesha,Wisconsin,55133,WI_1
Waupaca,Wisconsin,55135,WI_0
Waushara,Wisconsin,55137,WI_1
Winnebago,Wisconsin,55139,WI_1
Wood,Wisconsin,55141,WI_0
Albany,Wyoming,56001,WY_1
Big Horn,Wyoming,56003,WY_0
Campbell,Wyoming,56005,WY_1
Carbon,Wyoming,56007,WY_1
Converse,Wyoming,56009,WY_1
Crook,Wyoming,56011,WY_1
Fremont,Wyoming,56013,WY_0
Goshen,Wyoming,56015,WY_1
Hot Springs,Wyoming,56017,WY_0
Johnson,Wyoming,56019,WY_1
Laramie,Wyoming,56021,WY_1
Lincoln,Wyoming,56023,WY_0
Natrona,Wyoming,56025,WY_1
Niobrara,Wyoming,56027,WY_1
Park,Wyoming,56029,WY_0
Platte,Wyoming,56031,WY_1
Sheridan,Wyoming,56033,WY_1
Sublette,Wyoming,56035,WY_0
Sweetwater,Wyoming,56037,WY_0
Teton,Wyoming,56039,WY_0
Uinta,Wyoming,56041,WY_0
Washakie,Wyoming,56043,WY_0
Weston,Wyoming,56045,WY_1
